Dewpoint,Samples,SamplingDuration,Pressure,Latitude,Longitude
2.1776,42,4.233160622,391,36.63,-121.91
3.5147,28,5.119537275,1582,36.63,-121.93
3.1912,33,5.288753799,638,36.63,-121.93
3.4943,40,5.977777778,406,36.63,-121.92
4.3571,41,5.732240437,428,36.63,-121.93
3.4167,36,5.220238095,349,36.63,-121.92
3.0383,20,3.568093385,971,36.63,-121.89
2.9309,29,4.495388669,1574,36.61,-121.9
3.2952,30,4.972924188,1519,36.61,-121.91
4.3,27,4.706395349,831,36.61,-121.92
2.4922,21,3.430939227,834,36.61,-121.92
2.4663,39,4.220207254,804,36.6,-121.9
2.8727,33,4.09484193,1234,36.6,-121.9
3.0625,45,5.242424242,944,36.6,-121.9
4.6182,42,5.8583878,1023,36.59,-121.9
3.1977,31,3.641221374,704,36.58,-121.9
4.6964,31,6.316770186,966,36.59,-121.91
5.5519,35,6.416256158,1110,36.6,-121.91
6.2323,17,7.097183099,1678,36.59,-121.91
2.7917,40,4.173333333,337,36.6,-121.89
1.2656,19,3.791907514,248,36.6,-121.89
2.5164,30,4.456,760,36.6,-121.88
2.6894,30,3.673387097,932,36.59,-121.88
3.1364,18,3.629032258,1042,36.59,-121.89
6.918,32,6.877192982,262,36.59,-121.89
4.0432,29,5.431415929,3438,36.58,-121.88
5.7578,20,6.630366492,2668,36.58,-121.86
6.9615,13,8.347107438,1027,36.57,-121.81
4.2109,21,4.208333333,688,36.61,-121.87
3.038,31,3.468438538,762,36.6,-121.86
2.9085,21,3.962922574,1985,36.6,-121.86
3.5568,33,4.85862069,633,36.6,-121.86
2.5372,21,3.613050076,1264,36.6,-121.85
3.3156,42,4.202830189,525,36.59,-121.85
4.3269,34,5.534482759,1661,36.59,-121.84
3.0542,27,4.756507137,3612,36.61,-121.83
4.3472,30,5.136448598,1491,36.6,-121.83
2.5663,26,4.036161335,2258,36.61,-121.84
3.4643,30,4.441441441,1616,36.6,-121.84
2.2007,21,3.617610063,2487,36.61,-121.84
1.875,15,4.294117647,1570,36.61,-121.84
3.8015,24,5.488738739,1430,36.61,-121.82
3.4531,26,4.983935743,2563,36.61,-121.83
3.2545,27,4.962472406,1644,36.61,-121.83
3.5,33,5.172535211,1516,36.62,-121.83
2.7708,33,4.56443299,1037,36.62,-121.83
2.4864,41,4.887850467,1890,36.6,-121.85
1.3897,38,3.552238806,191,36.61,-121.85
2.5313,37,3.38,231,36.63,-121.86
2.225,26,3.2,27,36.62,-121.84
2.3087,11,5.364518251,28566,36.64,-121.79
3,18,4.54261514,6071,36.68,-121.8
3.0608,22,4.750515464,3794,36.68,-121.79
5.4508,14,5.964114833,1296,36.72,-121.8
3.4239,12,4.518648019,2274,36.69,-121.8
3.512,18,5.081601232,3562,36.71,-121.77
1.0096,52,3,89,38.3,-122.29
1.8287,52,4.516908213,315,38.3,-122.29
2.7619,21,4.04379562,524,38.3,-122.3
3.3542,52,5.725888325,450,38.3,-122.3
1.6691,52,4.307420495,847,38.3,-122.29
2.2366,23,3.443349754,1112,38.29,-122.28
2.4398,52,4.794336811,1670,38.29,-122.29
2.9643,48,5.028697572,1219,38.29,-122.3
2.6518,40,5.573717949,744,38.29,-122.3
3.6083,38,5.684729064,1272,38.28,-122.29
6.5799,10,5.383333333,482,38.29,-122.26
2.8409,36,4.901694915,678,38.29,-122.27
2.0134,23,4.046153846,245,38.3,-122.28
1.9875,19,6.6375,139,38.29,-122.28
3.3021,20,5,2088,38.29,-122.27
4.5,24,5.628230616,1462,38.28,-122.26
2.6618,37,3.874172185,766,38.28,-122.27
5.2444,33,6.753363229,1776,38.31,-122.26
1.9946,31,4.265993266,545,38.32,-122.27
2.9054,44,5.206185567,1373,38.31,-122.27
3.4543,12,4.801041667,2293,38.32,-122.28
2.7667,23,4.616702355,2317,38.32,-122.29
2.5035,20,4.484782609,1045,38.32,-122.3
3.455,34,4.415233415,1162,38.31,-122.3
2.7325,25,4.936873747,2756,38.31,-122.29
1.76,52,2.636363636,48,38.31,-122.28
2.2721,45,4.253112033,1635,38.31,-122.29
2.6346,44,5.013586957,1922,38.3,-122.3
4.5293,19,6.920661157,1827,38.34,-122.31
3.6042,21,5.619883041,1051,38.33,-122.31
4.1862,15,5.538551402,2043,38.33,-122.3
4.0132,26,5.904109589,956,38.33,-122.31
3.7045,33,5.296774194,1235,38.32,-122.31
5.0877,17,6.918699187,370,38.33,-122.32
5.3017,15,7.495305164,1303,38.33,-122.33
5.8002,19,6.610859729,1221,38.32,-122.32
4.0878,22,5.046747967,1478,38.32,-122.32
3.285,35,5.685633001,2074,38.32,-122.31
5,26,5.599173554,1439,38.32,-122.32
6.1953,14,6.684418146,2768,38.31,-122.33
3.9,25,5.74408284,1641,38.3,-122.31
3.8796,32,5.765100671,1172,38.31,-122.31
3.6039,45,4.601217656,1789,38.3,-122.31
2.3787,21,4.565340909,834,38.29,-122.32
5.3351,14,7.71459695,1577,38.29,-122.33
2.4728,20,4.494974874,1113,38.29,-122.3
3.0404,25,4.263157895,1021,38.29,-122.3
3.3977,31,5.443333333,944,38.28,-122.3
4.3585,34,5.768976898,783,38.27,-122.31
3.6389,4,4.237903226,455,38.27,-122.3
3.7188,18,5.075822604,1476,38.25,-122.3
4.4861,35,7.033149171,555,38.28,-122.21
4.9167,33,6.454545455,91,38.25,-122.24
7.5197,42,4.24,40,38.22,-122.28
4.7472,13,5.786240786,3864,38.19,-122.29
4.2955,34,5.720588235,406,38.17,-122.25
1.8942,45,4.861111111,225,38.17,-122.23
2.9375,17,5.021396396,1812,38.16,-122.25
4.0337,23,6.094420601,1586,38.16,-122.26
6.8,33,6.539877301,403,38.37,-122.39
4.825,29,6.577464789,764,38.33,-122.37
5.6304,18,7.16890595,1504,38.3,-122.35
4.625,33,5.897660819,949,38.21,-122.33
3.5781,33,6.641509434,520,38.34,-122.4
4.5694,28,6.219512195,504,38.38,-122.33
2.5685,20,4.795073892,1725,38.41,-122.4
5.5718,20,6.458410351,1673,38.35,-122.32
3.7067,18,4.886486486,968,38.41,-122.36
2.2536,16,5.432,898,38.4,-122.36
6.0266,24,6.672131148,175,38.35,-122.18
5.5266,12,7.140468227,1624,38.41,-122.21
4.7833,28,6.550161812,844,38.4,-122.29
6.3427,36,7.623853211,272,38.39,-122.33
3.6389,44,6.126436782,416,38.34,-122.28
6.9931,25,10.17318436,349,38.36,-122.26
5.815,34,7.670411985,780,38.33,-122.26
5.5368,31,6.405959032,1538,38.33,-122.23
6.1089,38,6.8,823,38.31,-122.24
4.875,35,5.927536232,548,38.53,-122.52
4.6379,29,7.074534161,765,38.48,-122.48
4.635,33,6.052380952,1099,38.46,-122.4
3.5506,18,4.944333996,980,38.51,-122.47
3.4904,25,5.043478261,413,38.51,-122.47
3.1312,49,5.831858407,741,38.51,-122.48
4.3125,37,6.945330296,1287,38.5,-122.48
4.1993,23,6.069252078,959,38.5,-122.47
1.9441,18,4.157051282,610,38.51,-122.45
3.6118,24,7.536796537,564,38.53,-122.4
3.6429,26,5.836111111,2171,38.57,-122.44
3.0938,34,5.424568966,1324,38.58,-122.45
5.3698,20,5.340206186,589,38.6,-122.47
4.2096,37,5.582352941,973,38.54,-122.48
3.6641,32,5.614886731,785,38.53,-122.46
3.1563,18,6.235294118,343,38.68,-122.27
2.1979,22,6.97260274,139,38.57,-122.26
4.4,22,6.582524272,336,38.53,-122.27
3.3393,15,6.602272727,655,38.49,-122.18
3.4539,35,6.739130435,708,38.67,-122.52
4.65,43,7.126279863,721,38.56,-122.59
1.9925,18,4.277207392,926,38.58,-122.57
3.5208,33,5.036585366,539,38.59,-122.58
2.3942,32,4.897482014,1549,38.58,-122.58
3.7585,18,5.618263473,1454,38.58,-122.59
2.4726,15,5.180576631,3002,39.15,-121.07
2.8864,17,6.280936455,892,39.09,-121.07
2.5887,13,5.311004785,602,39.08,-121.1
2.3062,16,5.263157895,508,39.09,-121.11
3.6563,17,5.901408451,388,39.03,-121.12
4.4375,10,6.041420118,1168,39.13,-121.05
4.0775,10,6.140900196,1275,39.14,-121.03
4.0848,8,6.350393701,1977,39.13,-121.07
3.6333,7,7.243455497,1143,39.11,-121.05
3.463,8,6.363636364,1307,39.08,-121.04
3.0781,7,5.4875,246,39.09,-121
4.2031,13,6.811111111,752,39.02,-121.08
3.6087,10,6.317073171,827,39.05,-121.07
4.5042,9,7.129129129,884,39.04,-121.07
3.9185,12,6.625441696,806,39.05,-121.03
4.2802,14,6.325670498,633,39.04,-121.06
5.5161,15,8.12601626,585,39.04,-121.06
3.8417,11,6.667844523,775,39.03,-121.06
3.0804,14,6.162280702,660,39.11,-121.22
3.9,14,6.353932584,520,39.05,-121.19
5.0389,13,5.070093458,629,39.1,-121.14
3.045,9,6.475113122,681,39.2,-121.12
4.0333,10,4.857142857,354,39.15,-121.1
3.7426,19,6.129287599,963,39.18,-121.08
3.5938,14,6.702479339,352,39.26,-121.18
4.3646,9,7.129436326,1208,39.25,-121.18
4.3523,5,6.425531915,376,39.25,-121.2
3.7125,8,6.139534884,782,39.23,-121.18
4.3702,7,7.409893993,1355,39.24,-121.21
5.2359,9,6.703349282,955,39.23,-121.2
2.4688,16,4.789968652,729,39.19,-121.18
3.1042,14,5.437837838,462,39.18,-121.16
2.125,9,5.676136364,411,39.17,-121.25
2.9688,16,5.64673913,554,39.2,-121.2
2.8102,13,5.693548387,1816,39.23,-121.15
2.2917,14,6.105590062,399,39.22,-121.24
3.3603,11,6.170731707,573,39.27,-121.23
1.9886,39,4.962174941,929,39.23,-121.07
2.3125,48,5.424657534,471,39.24,-121.04
1.5313,20,4.18974359,1053,39.23,-121.05
2.186,10,4.353515625,982,39.23,-121.06
2.325,52,4.47314578,837,39.22,-121.06
2.7813,35,5.49375,1181,39.23,-121.09
2.425,52,5.590804598,928,39.22,-121.07
2.1419,30,5.006864989,1033,39.22,-121.08
2.4811,17,5.202401372,1319,39.21,-121.08
2.6042,25,5.250596659,1045,39.22,-121.09
1,45,4,133,39.2,-121.07
1.4241,16,4.285285285,642,39.23,-121.02
2.25,14,4.73433584,853,39.22,-121.04
3.2337,28,5.415238095,1310,39.21,-121.03
2.3125,48,5.025714286,716,39.2,-121.05
2.2083,52,4.856187291,637,39.21,-121.06
2.535,43,4.861538462,611,39.21,-121.05
4.0062,12,5.693965517,661,39.22,-120.94
3.67,14,5.939501779,1373,39.27,-120.83
4.0426,15,6.884803922,1267,39.23,-121
2.8942,16,6.160493827,737,39.22,-120.99
3.3009,15,5.777992278,1296,39.2,-120.99
3.6563,13,5.563245823,1110,39.17,-120.93
3.6434,14,6.637931034,285,39.13,-120.99
3.6607,23,6.296296296,1016,39.18,-120.99
3.2813,10,6.030927835,537,39.16,-121
3.5859,17,5.035294118,518,39.19,-121.04
3.2303,17,4.783613445,1149,39.17,-121.02
3.2,52,6.108374384,1424,39.27,-121.02
2.4283,49,6.169966997,1422,39.26,-121.03
3.1094,14,5.869565217,302,39.26,-121
2.2278,52,6.220883534,604,39.25,-121.02
3.4028,14,5.614457831,894,39.29,-121.06
3.5385,14,5.611510791,1569,39.32,-120.94
3.9537,17,6.013461538,1390,39.25,-121.06
3.5417,17,6.150943396,974,39.3,-120.89
3.7917,16,6.155294118,1090,39.26,-120.99
1.6094,16,4.292682927,226,39.39,-120.91
2.6341,15,4.369281046,1172,39.37,-121.03
2.8102,17,5.560581583,1693,39.31,-121.13
1.3523,18,5.883116883,152,39.39,-120.74
2.125,17,16.8125,171,39.4,-120.09
4.119,18,5.843575419,486,39.33,-120.17
3.7841,26,6.193146417,905,39.33,-120.2
2.3594,16,7.384615385,646,39.32,-120.19
3.5652,14,6.838983051,1000,39.32,-120.17
0.9283,10,6.463157895,195,39.33,-120.17
4.5208,10,6.233243968,1016,39.37,-120.1
4.3958,9,6.645631068,1193,39.33,-120.1
5.6856,9,9.275720165,694,39.36,-120.15
3.0043,24,16.79329609,780,39.32,-120.26
4.0278,29,19.86,337,39.34,-120.35
4.665,11,15.27272727,397,39.35,-120.27
3.1842,9,24.9,294,39.34,-120.25
3.4792,8,36.47826087,291,39.35,-120.24
4.0481,7,22.22826087,245,39.36,-120.23
4.5882,8,26.36619718,203,39.35,-120.22
4.7917,7,26.88235294,85,39.35,-120.21
5.0622,7,16.42138365,482,39.35,-120.19
5.0782,28,5.747983871,1287,33.94,-117.95
4.8906,34,5.894179894,1159,33.94,-117.96
4.1205,36,5.771604938,947,33.94,-117.97
5.5608,34,6.089552239,690,33.94,-117.97
4.0893,35,5.267759563,1056,33.94,-117.97
4.4107,31,5.691642651,918,33.93,-117.97
4.5461,33,4.696132597,981,33.93,-117.97
3.46,31,4.457575758,841,33.93,-117.96
3.776,29,4.622754491,1275,33.93,-117.96
2.6641,31,5.035714286,1407,33.94,-117.96
4.0833,33,4.836065574,1346,33.93,-117.94
3.8194,34,5.034129693,698,33.93,-117.94
2.7125,14,4.094262295,1037,33.93,-117.94
3.4702,25,4.593333333,2400,33.93,-117.95
2.6123,37,4.179365079,1904,33.93,-117.95
4.7446,15,5.164102564,839,33.93,-117.96
5.7796,32,6.107226107,1296,33.92,-117.97
4.1321,35,5.376068376,989,33.93,-117.97
3,24,4.626146789,900,33.92,-117.97
3.2158,18,4.105263158,1654,33.92,-117.96
3.6106,18,4.393468118,1590,33.92,-117.95
3.0588,28,3.781065089,1062,33.92,-117.94
4,32,5.5,1201,33.92,-117.95
4.3426,11,4.505763689,1594,33.92,-117.95
4.6696,32,4.743243243,1038,33.92,-117.94
3.1378,13,4.135957066,2038,33.92,-117.95
5.1084,25,6.487025948,1452,33.94,-117.94
4.5096,30,5.165048544,845,33.94,-117.94
4.45,31,5.15437788,1135,33.94,-117.95
2.2156,26,3.773076923,1236,33.94,-117.94
6.0516,30,6.780612245,1135,33.94,-117.93
4.225,28,5.576864536,1820,33.94,-117.93
3.7933,25,4.648183556,1702,33.93,-117.93
5.583,27,6.876506024,2045,33.94,-117.92
4.7813,30,5.952494062,1255,33.94,-117.92
4.2443,34,5.244803695,1393,33.92,-117.93
2.8,37,4.820512821,931,33.93,-117.93
2.1944,33,4.56741573,1062,33.93,-117.93
3.75,12,5.169789227,1532,33.93,-117.92
6.2452,21,7.365714286,1207,33.93,-117.91
6.3433,15,7.368487929,2314,33.94,-117.91
4.7216,20,4.961481481,1822,33.94,-117.89
7.6486,17,7.043879908,2771,33.93,-117.88
3.3173,12,4.00462963,1897,33.93,-117.9
5.4617,17,5.487850467,1381,33.92,-117.89
5.9177,27,5.53968254,391,33.92,-117.9
4.7222,21,5.428571429,398,33.92,-117.91
3.6106,27,4.469262295,1555,33.91,-117.91
5.0096,34,5.936026936,894,33.91,-117.91
4.125,32,5.543478261,666,33.91,-117.91
4.9766,24,5.841558442,1015,33.91,-117.91
3.8333,34,4.676190476,1025,33.92,-117.89
3.7321,33,5.568281938,527,33.91,-117.89
3.5403,36,6.226244344,687,33.91,-117.9
3.4954,8,4.510638298,1281,33.92,-117.89
2.3935,14,4.762195122,609,33.92,-117.89
6.5284,16,6.309734513,652,33.9,-117.89
7.898,23,6.665217391,693,33.9,-117.89
4.9743,19,5.412935323,1002,33.9,-117.9
4.9524,26,6.571753986,1227,33.91,-117.9
4.3103,33,5.013189448,2049,33.91,-117.9
5.1952,19,6.471810089,1272,33.92,-117.92
6.1825,33,6.961165049,1204,33.91,-117.92
9.5561,27,8.094936709,891,33.91,-117.92
9.3125,27,6.233082707,383,33.9,-117.91
5.4716,18,6.748251748,1116,33.89,-117.92
6.3489,13,5.795527157,1010,33.9,-117.92
5.2017,24,6.21978022,676,33.91,-117.93
6.9399,18,6.727112676,1430,33.9,-117.9
9.0055,28,7.573033708,947,33.88,-117.9
13.1107,17,8.111650485,678,33.89,-117.89
5.0258,12,5.882911392,622,33.89,-117.92
6.0076,19,6.166031988,3853,33.91,-117.97
7.2532,9,6.481228669,1070,33.9,-117.96
6.8429,15,6.138554217,1679,33.9,-117.95
6.5635,10,6.982708934,1213,33.9,-117.96
4.8264,6,5.489285714,506,33.9,-117.98
6.2556,25,7.678111588,1588,33.88,-117.96
6.5764,17,6.55511811,755,33.89,-117.95
4.4375,24,5.791304348,625,33.89,-117.96
5.6441,18,6.089593384,3946,33.91,-117.94
9.9071,30,8.24137931,956,33.9,-117.93
6.7528,30,6.890374332,1076,33.89,-117.94
5.3738,35,6.444776119,833,33.88,-117.94
9.7956,27,7.988188976,711,33.9,-117.94
3.3199,25,4.106854839,1435,33.87,-117.98
3.8068,29,4.455782313,937,33.87,-117.98
3.875,25,5.601092896,726,33.86,-117.98
4.1287,26,3.936507937,781,33.86,-117.98
3.7054,28,4.120092379,1255,33.87,-117.97
3.6006,34,4.617710583,1682,33.86,-117.97
3.5855,35,4.473544974,1265,33.86,-117.97
3.6471,12,4.628378378,1022,33.86,-117.97
3.7813,35,5.002331002,1230,33.86,-117.96
4.2937,35,6.092178771,1249,33.86,-117.96
3.7222,35,5.539325843,1152,33.87,-117.96
4.53,35,5.601415094,1343,33.86,-117.95
5.2099,35,5.803278689,1333,33.86,-117.95
3.3516,32,4.960167715,1283,33.86,-117.96
5.4217,46,5.902027027,770,33.88,-117.94
4.285,34,5.208469055,938,33.87,-117.95
4.4784,35,4.866141732,1115,33.87,-117.95
2.0227,22,4.837837838,746,33.87,-117.95
3.141,27,4.45,416,33.87,-117.96
4.7984,37,4.429280397,1155,33.87,-117.96
3.6705,34,6.175159236,817,33.88,-117.95
4.6477,36,5.570019724,1394,33.86,-117.94
2.1432,33,3.808270677,706,33.86,-117.94
5.197,36,5.89017341,1066,33.86,-117.95
4.5774,36,4.961424332,1173,33.86,-117.93
4.0288,35,5.333333333,893,33.86,-117.93
4.6964,35,5.613636364,875,33.86,-117.94
4.75,35,5.626984127,1247,33.86,-117.94
5.1237,52,5.782841823,1001,33.88,-117.93
1.4803,10,3.06235012,730,33.87,-117.93
3.9375,46,4.611607143,1275,33.87,-117.94
4.3333,35,6.007092199,679,33.88,-117.94
2.1991,44,3.08,301,33.87,-117.92
2.8438,36,4.377431907,966,33.87,-117.92
2.315,52,5.135135135,429,33.87,-117.93
4.0812,45,5.023076923,585,33.88,-117.93
7.2893,32,6.009779951,967,33.88,-117.93
3.75,52,6.018957346,609,33.88,-117.92
5.2336,34,6.382758621,784,33.88,-117.91
5.3649,32,6.399239544,719,33.88,-117.92
5.3986,32,6.944680851,575,33.88,-117.92
7.875,30,7.550925926,523,33.89,-117.91
5.2897,35,5.775910364,991,33.88,-117.9
4.675,34,5.348659004,661,33.88,-117.9
2.9861,28,4.593253968,1360,33.87,-117.9
3.4338,34,4.719063545,1040,33.87,-117.9
2.5,29,4.061594203,762,33.87,-117.91
2.9076,52,4.386609071,1191,33.87,-117.91
3.6435,18,3.258064516,866,33.89,-117.88
4.5,16,5.183783784,353,33.89,-117.88
3.0263,15,2.586486486,615,33.88,-117.88
1.9127,15,2.843642612,1549,33.88,-117.89
5.3836,33,6.591666667,771,33.88,-117.89
5.7519,27,6.298192771,1037,33.88,-117.89
3.0893,25,3.835475578,755,33.87,-117.89
3.3594,32,4.969298246,693,33.87,-117.89
5.6409,35,5.562318841,1302,33.87,-117.88
3.0465,32,4.064766839,835,33.87,-117.89
3.3472,45,4.244725738,1237,33.87,-117.93
2.6563,36,3.072607261,778,33.86,-117.93
3.3438,17,4.409214092,1216,33.86,-117.93
5.5867,35,5.350574713,516,33.86,-117.93
1.7935,29,3.745398773,1822,33.87,-117.93
3.3008,28,3.85359116,1220,33.86,-117.89
2.4732,26,4.356736243,1415,33.86,-117.91
3.6375,26,4.933774834,247,33.86,-117.92
3.055,33,3.775413712,1888,33.87,-117.92
4.2188,16,5.113445378,1017,33.91,-117.87
6.5945,21,8.132992327,1413,33.9,-117.88
3.5333,15,3.559498956,759,33.9,-117.88
3.0214,19,4.113662457,2300,33.89,-117.88
3.6946,17,3.905339806,1701,33.89,-117.88
7.1472,25,7.613333333,486,33.89,-117.87
6.4514,16,7.204488778,1227,33.91,-117.86
6.9113,17,7.484536082,630,33.9,-117.86
7.2478,25,7.855392157,1291,33.9,-117.86
6.8268,21,6.782515991,1416,33.9,-117.87
6.6897,22,7.408783784,1915,33.89,-117.86
6.9612,24,8.307053942,820,33.89,-117.86
6.4218,19,7.153846154,786,33.89,-117.87
3.7361,19,5.034161491,871,33.88,-117.86
2.425,17,3.160087719,769,33.89,-117.87
3.343,22,4.285714286,1382,33.89,-117.87
3.025,25,3.982378855,1342,33.88,-117.87
3.3036,24,3.75,1519,33.88,-117.87
3.5667,28,4.61634349,2026,33.88,-117.87
3.6417,28,4.639431616,1682,33.88,-117.87
5.1784,12,6.25,685,33.87,-117.86
5.2949,33,4.5,34,33.85,-117.87
4.6806,18,4.633802817,209,33.86,-117.85
5.9639,22,6.330708661,1486,33.89,-117.85
7.3658,14,7.010324484,2138,33.88,-117.85
6.5843,20,7.351201479,1886,33.88,-117.86
5.6549,15,6.690382082,2569,33.87,-117.85
5.5918,20,6.193846154,1997,33.9,-117.85
5.2037,25,5.885931559,811,33.9,-117.85
5.7951,24,6.635750422,1912,33.89,-117.84
5.7457,24,6.732793522,1616,33.89,-117.85
3.2083,21,4.150273224,1203,33.87,-117.88
3.1534,19,5.352517986,1149,33.86,-117.87
4.6563,7,3.933530281,1367,33.87,-117.87
2.4929,15,4.171428571,1766,33.87,-117.87
3.0227,16,4.515254237,1534,33.87,-117.87
5.6573,19,6.713080169,891,33.87,-117.86
2.7759,18,4.013353116,2726,33.85,-117.88
3.4856,28,4.502946955,2197,33.86,-117.87
3.1667,22,4.437751004,971,33.85,-117.88
5.8243,13,5.838420108,1546,33.89,-117.81
7.0526,18,6.117283951,1027,33.88,-117.82
4.6172,24,5.460957179,1050,33.89,-117.82
5.3339,19,6.466230937,1430,33.88,-117.81
4.0714,21,6.414583333,1431,33.89,-117.82
4.1064,16,5.023154848,1769,33.86,-117.78
6.4265,16,6.909565217,1971,33.87,-117.76
6.5755,23,6.813370474,1196,33.9,-117.83
7.0352,24,7.867579909,707,33.9,-117.84
4.625,25,6.554716981,840,33.89,-117.83
6.0132,23,6.81556196,1209,33.88,-117.83
6.7837,19,6.328571429,1787,33.89,-117.84
6.9308,18,6.704761905,1048,33.88,-117.83
6.2185,15,6.519951632,2531,33.88,-117.82
5.2131,5,4.898805341,3521,33.87,-117.83
9.2327,19,8.11827957,904,33.88,-117.81
6.0591,19,6.397435897,2457,33.87,-117.81
4.2566,16,4.924731183,3107,33.87,-117.8
3.5625,18,5.782608696,95,33.86,-117.81
6.3303,14,6.028358209,1905,33.92,-117.87
5.457,13,4.716332378,1565,33.92,-117.88
8.0287,11,8.007211538,1460,33.92,-117.85
6.0571,17,6.207598372,2054,33.92,-117.87
6.5841,14,7.271375465,671,33.93,-117.83
4.6315,16,6.366520788,2306,33.92,-117.8
7.0217,25,8.023136247,1278,33.89,-117.8
6.0829,17,6.506079027,3822,33.88,-117.79
5.3307,16,6.005353319,2624,33.87,-117.78
6.6678,16,7.692307692,871,33.88,-117.78
6.5437,14,6.901548673,2923,33.9,-117.78
7.5744,25,6.932926829,524,33.9,-117.82
7.8537,22,8.156182213,1485,33.9,-117.8
7.4947,4,7.31104259,16122,33.89,-117.74
6.6536,9,6.961151079,2090,33.88,-117.76
8.1117,8,7.873990307,2070,33.88,-117.77
8.9088,7,8.014003295,4160,33.89,-117.78
5.6403,23,6.936073059,1568,33.85,-117.8
6.057,21,6.674358974,1350,33.85,-117.82
5.2227,18,5.552147239,1189,33.85,-117.82
5.806,16,6.872516556,1558,33.85,-117.8
10.1299,25,8.239631336,676,33.84,-117.82
10.5981,17,8.973140496,1605,33.84,-117.81
8.3931,9,7.388301621,4005,33.84,-117.79
7.2554,16,7.577154309,1665,33.85,-117.78
6.1504,16,6.935229068,2146,33.86,-117.78
7.0592,16,7.434579439,1663,33.87,-117.76
7.7752,23,7.638461538,826,33.81,-117.78
9.8074,16,8.789823009,1373,33.8,-117.77
4.3269,13,5.926686217,1081,33.79,-117.8
6.67,11,6.495067818,4409,33.8,-117.79
7.3681,13,7.584033613,2061,33.85,-117.77
8.7124,15,8.042735043,1448,33.84,-117.76
6.6207,16,6.858546169,1496,33.84,-117.75
6.4415,15,7.077981651,1262,33.83,-117.76
6.7274,5,5.910931174,1913,33.84,-117.77
10.1316,14,8.466512702,1400,33.86,-117.76
8.2375,14,8.916363636,954,33.83,-117.75
6.9544,4,9.289879931,1753,33.85,-117.74
9.1808,12,8.400541272,2443,33.82,-117.78
7.1193,2,9.09375,199,33.81,-117.76
6.0531,25,5.833333333,1666,33.8,-117.81
4.2564,25,5.592105263,4528,33.79,-117.81
8.847,14,8.093959732,572,33.81,-117.8
6.925,18,7.902004454,1506,33.78,-117.8
4.7804,17,5.305128205,2442,33.78,-117.8
5.2541,5,5.469879518,1467,33.8,-117.69
8.4112,16,7.488888889,789,33.61,-117.66
6.2177,16,6.391509434,1962,33.62,-117.66
5.7871,24,6.184294872,1972,33.61,-117.67
6.0471,17,6.535849057,1713,33.61,-117.66
7.1497,21,6.755244755,860,33.61,-117.66
6.8667,24,7.32173913,781,33.6,-117.66
7.5488,25,7.550403226,1648,33.6,-117.66
6.1401,23,6.305799649,1695,33.61,-117.67
3.929,16,4.638222222,2701,33.63,-117.68
6.2403,13,6.543209877,2897,33.63,-117.68
4.4063,9,4.564426877,3086,33.63,-117.67
4.6369,43,4.413394919,930,33.77,-117.62
5.6346,36,6.154205607,531,33.72,-117.6
6.7921,25,6.984547461,1517,33.6,-117.67
7.5791,18,6.78390462,1918,33.59,-117.66
7.2592,20,7.135294118,565,33.6,-117.67
7.5196,16,7.895287958,1172,33.58,-117.66
7.9294,18,7.722488038,692,33.57,-117.67
8.0082,16,7.790528233,1642,33.57,-117.66
3.7361,16,5.022372529,4732,33.62,-117.7
6.4598,18,7.840073529,2025,33.62,-117.69
6.0689,19,6.731818182,1295,33.61,-117.68
4.0221,16,5.594795539,1649,33.61,-117.69
7.2147,19,8.618942731,1646,33.6,-117.68
5.5779,16,5.938223938,835,33.65,-117.65
6.7079,17,6.101923077,1555,33.64,-117.66
5.1645,11,5.358267717,1565,33.64,-117.67
6.2242,13,6.12132089,4597,33.65,-117.66
6.7543,15,7.18556701,1740,33.65,-117.65
8.4471,16,7.93442623,1395,33.63,-117.65
7.5426,15,7.002971768,2197,33.65,-117.65
5.5085,16,5.46192053,1967,33.63,-117.66
7.7814,10,7.665952891,1688,33.65,-117.63
10.1531,2,9.906329114,2985,33.64,-117.62
8.798,10,8.18707483,1808,33.63,-117.64
6.1935,11,6.13164557,810,33.64,-117.64
5.4132,4,4.754690757,3256,33.65,-117.64
3.7139,9,5.71409396,1293,33.62,-117.63
4.2009,6,5.723880597,985,33.63,-117.63
6.2899,15,6.961439589,1140,33.62,-117.65
3.4115,16,5.408719346,1202,33.62,-117.64
6.1493,16,6.365313653,2717,33.62,-117.66
6.4114,15,7.527559055,2529,33.6,-117.65
5.826,14,6.235995232,3041,33.61,-117.64
5.133,13,6.102631579,1004,33.6,-117.65
8.1611,4,8.394871795,1312,33.59,-117.64
9.6986,6,7.737523105,1794,33.58,-117.66
4.3542,5,4.479820628,1185,33.57,-117.65
7.8061,2,11.11059908,703,33.58,-117.65
5.5545,16,6.2075,1357,33.57,-117.66
8.0409,8,7.483050847,1238,33.59,-117.65
4.7981,16,6.408536585,1003,33.54,-117.67
4.8906,15,5.728132388,1366,33.54,-117.67
3.7609,6,4.446478873,1695,33.55,-117.67
4.6863,4,5.204113924,1345,33.56,-117.67
5.9339,15,6.361313869,943,33.51,-117.64
7.2648,14,7.298913043,650,33.51,-117.64
5.136,15,9.466666667,133,33.52,-117.55
10.0765,3,7.674358974,991,33.61,-117.59
11.0567,5,9.636036036,1862,33.6,-117.58
6.8588,3,8.640701071,3191,33.64,-117.49
